metrica,media,mediana,sd,ci_025,ci_975,ci_95
AC,148.27828785849,147.747603410249,31.3113611347946,86.4431976289522,211.367448460521,124.924250831569
AF,0.0390043338914865,0.0388426002200523,0.00823585911583986,0.0227320824917061,0.0555816523603664,0.0328495698686603
